,,,,,,,
26575879-046,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,5.585,9.04,PASS,chavj11
26575879-046,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,7.99,8.34,PASS,chavj11
26575879-046,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,7.405,9.04,PASS,chavj11
26575879-046,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.255,5.34,PASS,chavj11
26575879-046,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.03,9.04,PASS,chavj11
26575879-046,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,2.09,5.34,PASS,chavj11
26575879-047,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,4.46,5.34,PASS,gallarb
26575879-047,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,7.14,9.04,PASS,gallarb
26575879-047,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,2.515,5.34,PASS,gallarb
26575879-047,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.75,5.34,PASS,gallarb
26575879-047,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,7.3,9.04,PASS,gallarb
26575879-047,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,6.175,8.34,PASS,gallarb
26575879-047,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,7.59,9.04,PASS,gallarb
26575879-047,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.835,5.34,PASS,gallarb
26575879-047,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.805,9.04,PASS,gallarb
26575879-047,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.275,5.34,PASS,gallarb
26575879-048,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,2.88,5.34,PASS,chavj11
26575879-048,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,5.68,9.04,PASS,chavj11
26575879-048,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.175,5.34,PASS,chavj11
26575879-048,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.52,5.34,PASS,chavj11
26575879-048,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,3.4,9.04,PASS,chavj11
26575879-048,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,3.525,8.34,PASS,chavj11
26575879-048,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,7.8,9.04,PASS,chavj11
26575879-048,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.975,5.34,PASS,chavj11
26575879-048,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.545,9.04,PASS,chavj11
26575879-048,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.3,5.34,PASS,chavj11
26575879-049,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.565,5.34,PASS,chavj11
26575879-049,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,4.685,9.04,PASS,chavj11
26575879-049,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.45,5.34,PASS,chavj11
26575879-049,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,1.055,5.34,PASS,chavj11
26575879-049,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,6.085,9.04,PASS,chavj11
26575879-049,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,4.61,8.34,PASS,chavj11
26575879-049,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,7.445,9.04,PASS,chavj11
26575879-049,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,5.285,5.34,PASS,chavj11
26575879-049,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.56,9.04,PASS,chavj11
26575879-049,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,2.655,5.34,PASS,chavj11
26575879-051,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.975,5.34,PASS,avilaa1
26575879-051,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,4.715,9.04,PASS,avilaa1
26575879-051,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.835,5.34,PASS,avilaa1
26575879-051,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,1.51,5.34,PASS,avilaa1
26575879-051,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,4.27,9.04,PASS,avilaa1
26575879-051,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,4.085,8.34,PASS,avilaa1
26575879-051,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.075,9.04,PASS,avilaa1
26575879-051,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.295,5.34,PASS,avilaa1
26575879-051,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.185,9.04,PASS,avilaa1
26575879-051,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.475,5.34,PASS,avilaa1
26575879-052,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,4.23,5.34,PASS,gallarb
26575879-052,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,4.695,9.04,PASS,gallarb
26575879-052,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,3.215,5.34,PASS,gallarb
26575879-052,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.855,5.34,PASS,gallarb
26575879-052,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,5.6,9.04,PASS,gallarb
26575879-052,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,3.78,8.34,PASS,gallarb
26575879-052,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,7.165,9.04,PASS,gallarb
26575879-052,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.765,5.34,PASS,gallarb
26575879-052,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.965,9.04,PASS,gallarb
26575879-052,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,4.31,5.34,PASS,gallarb
26575879-053,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.455,5.34,PASS,chavj11
26575879-053,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,5.36,9.04,PASS,chavj11
26575879-053,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.45,5.34,PASS,chavj11
26575879-053,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.69,5.34,PASS,chavj11
26575879-053,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,4.51,9.04,PASS,chavj11
26575879-053,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,4.495,8.34,PASS,chavj11
26575879-053,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,6.24,9.04,PASS,chavj11
26575879-053,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.705,5.34,PASS,chavj11
26575879-053,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.56,9.04,PASS,chavj11
26575879-053,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,2.99,5.34,PASS,chavj11
26575879-054,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,2.14,5.34,PASS,chavj11
26575879-054,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,4.12,9.04,PASS,chavj11
26575879-054,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.05,5.34,PASS,chavj11
26575879-054,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.46,5.34,PASS,chavj11
26575879-054,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,5.505,9.04,PASS,chavj11
26575879-054,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,7.84,8.34,PASS,chavj11
26575879-054,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,7.225,9.04,PASS,chavj11
26575879-054,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.89,5.34,PASS,chavj11
26575879-054,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.96,9.04,PASS,chavj11
26575879-054,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,2.765,5.34,PASS,chavj11
26575879-055,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.76,5.34,PASS,chavj11
26575879-055,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,5.67,9.04,PASS,chavj11
26575879-055,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,0.715,5.34,PASS,chavj11
26575879-055,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.54,5.34,PASS,chavj11
26575879-055,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,4.835,9.04,PASS,chavj11
26575879-055,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,5.67,8.34,PASS,chavj11
26575879-055,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,6.37,9.04,PASS,chavj11
26575879-055,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.78,5.34,PASS,chavj11
26575879-055,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.65,9.04,PASS,chavj11
26575879-055,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.66,5.34,PASS,chavj11
26575879-056,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,2.345,5.34,PASS,chavj11
26575879-056,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,3.565,9.04,PASS,chavj11
26575879-056,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.275,5.34,PASS,chavj11
26575879-056,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.98,5.34,PASS,chavj11
26575879-056,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,4.61,9.04,PASS,chavj11
26575879-056,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,4.67,8.34,PASS,chavj11
26575879-056,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,6.78,9.04,PASS,chavj11
26575879-056,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.215,5.34,PASS,chavj11
26575879-056,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,6.755,9.04,PASS,chavj11
26575879-056,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,4.56,5.34,PASS,chavj11
26575879-057,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,4.685,5.34,PASS,chavj11
26575879-057,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,5.355,9.04,PASS,chavj11
26575879-057,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.225,5.34,PASS,chavj11
26575879-057,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.51,5.34,PASS,chavj11
26575879-057,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,4.48,9.04,PASS,chavj11
26575879-057,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,3.45,8.34,PASS,chavj11
26575879-057,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.755,9.04,PASS,chavj11
26575879-057,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.445,5.34,PASS,chavj11
26575879-057,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.69,9.04,PASS,chavj11
26575879-057,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,2.74,5.34,PASS,chavj11
26575879-058,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,4.34,5.34,PASS,gallarb
26575879-058,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,8.865,9.04,PASS,gallarb
26575879-058,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,2.545,5.34,PASS,gallarb
26575879-058,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.42,5.34,PASS,gallarb
26575879-058,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,5.795,9.04,PASS,gallarb
26575879-058,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,4,8.34,PASS,gallarb
26575879-058,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,7.545,9.04,PASS,gallarb
26575879-058,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.55,5.34,PASS,gallarb
26575879-058,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.095,9.04,PASS,gallarb
26575879-058,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.56,5.34,PASS,gallarb
26575879-059,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,2.9,5.34,PASS,chavj11
26575879-059,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,3.58,9.04,PASS,chavj11
26575879-059,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,0.815,5.34,PASS,chavj11
26575879-059,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.72,5.34,PASS,chavj11
26575879-059,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,6.135,9.04,PASS,chavj11
26575879-059,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,3.41,8.34,PASS,chavj11
26575879-059,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.99,9.04,PASS,chavj11
26575879-059,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.56,5.34,PASS,chavj11
26575879-059,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.06,9.04,PASS,chavj11
26575879-059,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.27,5.34,PASS,chavj11
26575879-060,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,4.55,5.34,PASS,chavj11
26575879-060,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,5.43,9.04,PASS,chavj11
26575879-060,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,5.095,5.34,PASS,chavj11
26575879-060,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.915,5.34,PASS,chavj11
26575879-060,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,6.035,9.04,PASS,chavj11
26575879-060,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,3.38,8.34,PASS,chavj11
26575879-060,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.645,9.04,PASS,chavj11
26575879-060,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.575,5.34,PASS,chavj11
26575879-060,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.255,9.04,PASS,chavj11
26575879-060,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.345,5.34,PASS,chavj11
26575879-061,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.705,5.34,PASS,gallarb
26575879-061,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,4.445,9.04,PASS,gallarb
26575879-061,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,2.56,5.34,PASS,gallarb
26575879-061,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.96,5.34,PASS,gallarb
26575879-061,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,5.37,9.04,PASS,gallarb
26575879-061,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,15.52,8.34,FAIL,gallarb
26575879-061,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,6.475,9.04,PASS,gallarb
26575879-061,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.055,5.34,PASS,gallarb
26575879-061,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.85,9.04,PASS,gallarb
26575879-061,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.385,5.34,PASS,gallarb
26575879-062,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,4.93,5.34,PASS,avilaa1
26575879-062,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,5.845,9.04,PASS,avilaa1
26575879-062,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.845,5.34,PASS,avilaa1
26575879-062,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,1.2,5.34,PASS,avilaa1
26575879-062,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,4.975,9.04,PASS,avilaa1
26575879-062,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,5.68,8.34,PASS,avilaa1
26575879-062,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,7.95,9.04,PASS,avilaa1
26575879-062,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.3,5.34,PASS,avilaa1
26575879-062,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.73,9.04,PASS,avilaa1
26575879-062,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.485,5.34,PASS,avilaa1
26575879-063,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.455,5.34,PASS,chavj11
26575879-063,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,4.46,9.04,PASS,chavj11
26575879-063,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,0.955,5.34,PASS,chavj11
26575879-063,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.985,5.34,PASS,chavj11
26575879-063,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,3.23,9.04,PASS,chavj11
26575879-063,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,4.44,8.34,PASS,chavj11
26575879-063,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,6.91,9.04,PASS,chavj11
26575879-063,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.96,5.34,PASS,chavj11
26575879-063,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.895,9.04,PASS,chavj11
26575879-063,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.56,5.34,PASS,chavj11
26575879-064,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.685,5.34,PASS,chavj11
26575879-064,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,5.67,9.04,PASS,chavj11
26575879-064,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.005,5.34,PASS,chavj11
26575879-064,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,5.52,5.34,FAIL,chavj11
26575879-064,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,7.31,9.04,PASS,chavj11
26575879-064,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,9.225,8.34,FAIL,chavj11
26575879-064,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,6.79,9.04,PASS,chavj11
26575879-064,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.295,5.34,PASS,chavj11
26575879-064,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.575,9.04,PASS,chavj11
26575879-064,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,2.805,5.34,PASS,chavj11
26575879-065,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.455,5.34,PASS,chavj11
26575879-065,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,6.72,9.04,PASS,chavj11
26575879-065,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.43,5.34,PASS,chavj11
26575879-065,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.715,5.34,PASS,chavj11
26575879-065,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,6.62,9.04,PASS,chavj11
26575879-065,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,2.54,8.34,PASS,chavj11
26575879-065,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,6.785,9.04,PASS,chavj11
26575879-065,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.79,5.34,PASS,chavj11
26575879-065,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.67,9.04,PASS,chavj11
26575879-065,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.45,5.34,PASS,chavj11
26575879-066,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,4.505,5.34,PASS,avilaa1
26575879-066,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,5.58,9.04,PASS,avilaa1
26575879-066,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.515,5.34,PASS,avilaa1
26575879-066,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,1.62,5.34,PASS,avilaa1
26575879-066,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,3.677,9.04,PASS,avilaa1
26575879-066,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,6.77,8.34,PASS,avilaa1
26575879-066,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,7.36,9.04,PASS,avilaa1
26575879-066,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.555,5.34,PASS,avilaa1
26575879-066,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.985,9.04,PASS,avilaa1
26575879-066,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.17,5.34,PASS,avilaa1
26575879-067,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,2.765,5.34,PASS,chavj11
26575879-067,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,3.67,9.04,PASS,chavj11
26575879-067,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.52,5.34,PASS,chavj11
26575879-067,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.89,5.34,PASS,chavj11
26575879-067,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,5.93,9.04,PASS,chavj11
26575879-067,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,5.655,8.34,PASS,chavj11
26575879-067,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.295,9.04,PASS,chavj11
26575879-067,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,5.01,5.34,PASS,chavj11
26575879-067,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.775,9.04,PASS,chavj11
26575879-067,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.65,5.34,PASS,chavj11
26575879-068,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,4.785,5.34,PASS,avilaa1
26575879-068,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,5.26,9.04,PASS,avilaa1
26575879-068,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.48,5.34,PASS,avilaa1
26575879-068,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.805,5.34,PASS,avilaa1
26575879-068,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,5.31,9.04,PASS,avilaa1
26575879-068,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,2.615,8.34,PASS,avilaa1
26575879-068,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,7.86,9.04,PASS,avilaa1
26575879-068,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.685,5.34,PASS,avilaa1
26575879-068,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.615,9.04,PASS,avilaa1
26575879-068,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.49,5.34,PASS,avilaa1
26575879-069,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.965,5.34,PASS,avilaa1
26575879-069,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,7.675,9.04,PASS,avilaa1
